nr_ucz zach rel_ety jpol jang jniem mat his geo bio fiz che tech inf plas po wf sred
9607 dobre 3 3 3 2 2 4 3 3 3 3 5 5 4 3  3,29
9611 dobre 3 3 4 3 2 2 2 4 3 2 5 5 3 3  3,14
9614 dobre 4 4 5 3 4 3 3 3 3 4 5 5 5 4  3,93
9621 dobre 4 3 4 4 3 3 2 3 3 3 5 5 4 4  3,57
9643 wzorowe 5 4 5 4 3 3 4 4 3 3 5 5 6 4  4,14
9644 dobre 2 2 2 2 2 2 3 3 2 4 5 3 3   2,69
9645 dobre 3 3 3 3 3 2 3 3 3 3 5 5 5 3  3,36
9649 dobre 4 4 5 4 3 3 4 4 3 3 5 5 3 4  3,86
9651 wzorowe 5 5 5 5 5 5 5 5 3 4 5 5 4 5  4,71
9682 poprawne 4 2 3 3 3 3 2 4 3 3 3 5 4 3  3,21
9699 dobre 5 3 4 4 4 3 4 4 3 3 5 5 5 4  4,00
9705 dobre 5 3 5 4 4 4 4 4 3 3 5 5 4   4,08
9708 wzorowe 5 4 5 5 4 4 4 4 3 4 5 5 5 4  4,36
9710 wzorowe 5 5 6 5 3 4 5 4 3 5 5 5 5   4,62
9714 wzorowe 6 5 4 4 4 4 4 5 3 4 5 5 6 5  4,57
9716 dobre 6 3 4 5 3 4 4 4 3 3 5 5 4 4  4,07
9745 dobre 4 4 3 3 2 3 2 3 3 3 4 5 3   3,23
9749 dobre 6 3 4 3 2 3 3 3 3 4 4 5 3 4  3,57
9751 wzorowe 5 4 4 5 4 4 5 5 3 4 5 5 4   4,38
9754 dobre 4 4 4 4 3 3 3 3 3 4 5 5 4   3,77
9770 dobre 3 2 4 3 2 3 3 3 3 4 5 5 5 3  3,43
9779 dobre 3 2 4 4 3 3 4 3 3 3 3 5 4 3  3,36
9788 dobre 5 2 3 3 2 3 3 3 3 3 5 5 4 3  3,36
9802 poprawne 3 4 4 3 2 2 2 2 2 3 3 3    2,75
9803 wzorowe 5 5 5 6 5 5 5 4 5 5 6 5 5 5 5 5,07
9804 wzorowe 5 4 4 4 4 4 4 4 4 4 4 5 4 4 4 4,13
9805 wzorowe 6 4 4 4 4 5 4 3 3 3 6 6 4 4  4,29
9806 dobre 4 4 4 2 4 3 4 3 3 5 5 5 4   3,85
9810 wzorowe 5 4 3 4 3 4 4 4 4 4 4 5 4 6 4 4,13
9811 wzorowe 6 4 3 3 3 3 4 4 3 3 5 5 3 4 4 3,80
9812 dobre 5 2 3 3 3 3 2 3 3 3 4 4 3 3  3,14
9818 wzorowe 5 5 5 5 4 5 3 4 4 4 5 5 4 4 4 4,40
9819 dobre 3 4 4 4 3 3 3 3 3 3 4 5 4 6 4 3,73
9824 wzorowe 4 3 5 3 3 5 3 4 4 4 5 5 4 4 4 4,00
9825 dobre 4 3 4 3 4 3 3 3 3 4 5 5 3 4 4 3,67
9826 dobre 4 3 3 2 2 3 3 2 3 3 4 5 2 3  3,00
9829 wzorowe 4 4 4 4 4 5 4 3 5 5 5 6 4 4 4 4,33
9830 wzorowe 5 4 5 5 4 5 5 5 4 4 6 6 5 5  4,86
9831 wzorowe 4 4 4 3 3 4 5 3 4 4 5 5 4 4  4,00
9832 dobre 5 3 2 3 3 2 3 2 2 3 3 4 4 3  3,00
9833 wzorowe 4 5 5 5 4 5 5 4 5 5 6 6 5 5 5 4,93
9836 dobre 5 3 4 3 4 3 4 4 4 4 4 4 2 4 4 3,73
9840 wzorowe 4 4 5 6 4 5 5 4 5 5 6 6 5 4 5 4,87
9842 dobre 5 3 3 3 2 3 3 2 2 2 3 4 3 3  2,93
9844 poprawne 3 3 3 2 3 3 3 3 3 2 4 4 2 4 3 3,00
9845 wzorowe 5 5 5 5 5 5 5 4 5 5 6 6 4 4 5 4,93
9848 dobre 5 4 2 4 2 2 2 3 2 3 4 5 2 3 3 3,07
9852 wzorowe 5 5 5 5 4 5 4 4 4 5 5 6 4 3 5 4,60
9854 dobre 4 3 4 4 3 4 3 3 3 3 5 4 4 5 4 3,73
9856 wzorowe 6 5 5 5 4 5 5 4 5 5 5 6 5 4 5 4,93
9858 wzorowe 5 5 5 6 4 5 5 4 4 4 6 6 4 4 5 4,80
9859 dobre 4 3 3 4 3 4 3 3 4 4 5 5 4 5 4 3,87
9860 wzorowe 5 4 4 4 4 5 4 4 3 3 6 6 4 4 4 4,27
9867 dobre 4 4 4 3 3 4 4 3 4 4 4 5 3 5 4 3,87
9870 wzorowe 5 3 4 4 3 4 4 3 3 3 6 5 5 6 4 4,13
9871 dobre 5 4 5 6 4 4 4 3 4 4 5 5 5 4 4 4,40
9873 wzorowe 6 4 5 5 5 3 4 4 4 5 6 6 4 5  4,71
9876 dobre 4 3 3 2 2 3 3 2 3 2 4 4 3 3 3 2,93
9877 wzorowe 5 3 4 3 3 3 3 3 3 5 4 5 4 5 4 3,80
9878 wzorowe 6 4 5 4 4 3 5 4 4 5 5 5 4 6 5 4,60
9883 dobre 5 4 4 3 3 2 3 3 2 3 4 4 4 3 3 3,33
9884 dobre 5 3 3 3 4 3 5 4 4 3 4 4 3 4 4 3,73
9885 dobre 5 4 4 4 3 3 3 3 3 3 3 4 4 4 4 3,60
9887 dobre 5 4 3 3 3 4 4 3 3 3 4 5 3 5 4 3,73
9888 wzorowe 6 4 4 5 4 4 5 4 5 5 5 5 4 4 5 4,60
9889 wzorowe 6 4 4 4 4 4 5 4 4 3 5 6 3 5 4 4,33
9891 wzorowe 6 5 4 4 3 5 4 3 4 5 5 6 4 4 4 4,40
9892 dobre 5 3 3 2 3 3 4 3 3 3 5 5 4 4 4 3,60
9893 wzorowe 5 3 4 4 3 3 4 4 3 3 5 6 5 5 4 4,07
9894 wzorowe 6 4 4 5 3 4 5 3 3 4 4 6 4 4 4 4,20
9899 dobre 5 3 4 5 4 3 5 4 4 3 6 5 4 4 4 4,20
9901 dobre 6 4 2 3 3 4 3 5 3 3 4 4 3 3 4 3,60
9903 dobre 5 3 3 2 4 3 4 3 4 3 4 4 3 5 4 3,60
9905 dobre 5 4 4 5 3 5 4 3 4 4 5 5 5 5 4 4,33
9907 wzorowe 6 3 4 4 4 3 4 3 3 4 5 6 4 4 4 4,07
9909 wzorowe 5 4 4 4 3 5 4 3 4 4 5 5 5 4 4 4,20
9910 wzorowe 4 4 4 5 4 4 4 3 4 4 4 5 5 6 4 4,27
9911 dobre 3 3 4 3 3 4 4 3 3 3 4 4 4 4 4 3,53
9912 wzorowe 5 4 4 5 4 3 4 4 4 4 5 5 4 4 4 4,20
9913 wzorowe 4 4 3 3 3 3 4 3 3 3 4 6 4 5 4 3,73
9916 poprawne 3 3 4 4 3 4 3 3 4 3 5 5 4 4 4 3,73
9918 dobre 3 3 4 5 3 4 5 3 3 3 5 5 3 4 4 3,80
9920 wzorowe 5 5 6 6 4 5 5 5 5 6 6 6 5 4 5 5,20
9924 dobre 5 4 4 4 3 4 5 4 3 3 5 6 4 5 4 4,20
9925 wzorowe 5 5 5 4 4 4 3 4 3 4 5 5 4 4 4 4,20
9928 poprawne 5 3 3 2 3 4 3 3 3 4 4 6 4 4 4 3,67
9929 dobre 6 3 3 3 3 3 5 4 3 2 4 5 3 4 4 3,67
9930 dobre 5 4 4 3 4 3 3 3 3 3 4 6 3 4 4 3,73
9932 dobre 5 4 3 5 2 4 4 4 3 3 5 6 5 4  4,07
9934 dobre 6 4 2 2 3 4 5 3 3 3 4 6 3 3 4 3,67
9937 dobre 5 3 4 5 3 3 5 4 4 3 4 6 4 4 4 4,07
9940 poprawne 5 3 4 4 3 3 5 3 3 3 4 5 3 4 4 3,73
9941 wzorowe 4 5 5 5 3 5 5 4 4 5 6 6 4 5  4,71
9943 dobre 5 4 4 3 4 4 4 3 3 5 5 5 5 5 4 4,20
9945 wzorowe 5 5 6 5 5 5 5 5 5 6 6 6 5 4 5 5,20
9956 wzorowe 5 4 5 4 4 4 3 3 3 4 5 5 4 3 4 4,00
9958 dobre 5 4 4 4 3 4 3 4 4 4 5 5 3 5 4 4,07
9961 wzorowe 6 5 5 5 4 5 3 4 4 4 5 5 4 5 5 4,60
9962 dobre 5 2 3 2 3 4 3 2 2 3 5 5 3 4 3 3,27
9963 wzorowe 5 3 3 5 4 3 4 3 3 4 5 5 4 4 4 3,93
9966 dobre 3 3 2 2 3 3 3 3 2 5 6 4 4 3  3,29
9967 dobre 3 3 2 3 2 3 3 3 3 4 4 3 4 3  3,07
9974 dobre 5 5 5 4 4 5 5 4 4 4 5 6 5 4 5 4,67
9982 dobre 4 4 4 3 3 3 4 3 3 3 5 5 4 5 4 3,80
9984 wzorowe 5 4 4 3 4 3 4 4 4 4 6 6 5 5 4 4,33
9985 dobre 5 3 4 3 3 4 4 3 3 3 4 4 3 4 4 3,60
9987 dobre 5 4 4 4 3 4 3 4 3 3 4 5 3 4  3,79
9986 dobre 6 3 4 3 3 3 3 3 3 3 5 6 4 3 4 3,73
9988 poprawne 3 2 2 2 2 2 2 2 2 3 4 4 2 4 3 2,60
9989 dobre 5 3 3 2 3 3 4 4 4 4 3 4 3 3 3 3,40
9990 wzorowe 6 5 5 5 4 5 5 4 5 5 6 6 5 5  5,07
9991 dobre 5 3 4 2 3 3 3 3 3 3 5 6 3 5 4 3,67
9998 wzorowe 4 4 4 5 3 4 4 3 5 5 5 6 3 5 4 4,27
10000 dobre 5 4 4 3 4 3 3 3 3 3 4 5 3 4 4 3,67
10002 wzorowe 5 5 5 3 4 4 5 3 4 3 6 6 3 4 4 4,27
10003 dobre 5 4 3 3 5 4 4 4 5 3 5 6 4 3 4 4,13
10006 wzorowe 5 4 5 3 3 4 3 3 3 4 5 4 4 5 4 3,93
10007 wzorowe 5 5 5 5 5 5 4 4 5 5 5 5 5 4 5 4,80
10013 wzorowe 5 3 3 4 4 4 4 4 4 3 5 5 4 5 4 4,07
10015 dobre 5 4 4 4 4 4 4 4 4 4 5 5 4 5 4 4,27
10016 dobre 6 3 3 4 3 3 3 3 2 3 5 6 4 5 4 3,80
10017 dobre 6 3 3 3 2 3 5 3 3 2 4 5 3 4 4 3,53
10018 wzorowe 4 3 3 4 3 4 5 3 5 5 5 6 4 4 4 4,13
10019 dobre 6 4 3 3 3 3 5 4 3 2 5 5 3 5 4 3,87
10020 wzorowe 5 4 4 5 4 3 4 3 4 4 5 6 5 3 4 4,20
10021 wzorowe 5 5 4 3 4 3 3 4 4 5 6 5 4 4 4 4,20
10022 wzorowe 4 3 4 3 5 4 3 5 4 6 6 4 4 4  4,21
10024 wzorowe 6 4 5 4 5 3 4 4 3 4 4 5 4 5 4 4,27
10025 wzorowe 6 5 5 4 5 5 4 4 4 5 5 5 4 5 5 4,73
10026 dobre 6 4 3 3 4 3 3 4 3 3 5 5 4 4 4 3,87
10029 wzorowe 5 4 5 5 4 3 5 4 4 5 5 6 4 5 5 4,60
10032 wzorowe 5 4 4 3 4 3 3 5 3 3 4 6 4 4 4 3,93
10035 wzorowe 5 4 3 5 4 5 4 3 4 4 5 6 4 4  4,29
10037 wzorowe 5 4 5 5 3 3 3 4 3 3 5 5 4 3 4 3,93
10043 dobre 4 3 4 5 4 4 3 5 5 4 5 4 4 5 4 4,20
10044 wzorowe 5 3 6 5 4 3 5 3 4 4 5 5 4 3 4 4,20
10045 dobre 5 3 3 2 3 4 3 3 3 3 4 4 4 3 3 3,33
10047 wzorowe 5 4 5 3 3 3 3 3 3 4 5 6 4 3 4 3,87
10050 dobre 5 4 3 3 4 4 4 4 4 5 5 5 4 4 4 4,13
10053 dobre 5 4 2 2 4 2 3 3 2 3 4 5 3 3 3 3,20
10054 dobre 5 3 3 3 3 3 4 4 4 3 5 6 4 4 4 3,87
10057 wzorowe 6 5 4 4 4 3 3 4 4 5 5 5 3 5 4 4,27
10060 dobre 5 3 4 4 4 3 4 4 4 3 5 5 3 4  3,93
10061 wzorowe 5 4 5 5 5 5 4 4 5 5 5 5 4 4 5 4,67
10064 wzorowe 5 4 3 4 5 4 5 5 3 4 5 5 3 4 4 4,20
10067 dobre 4 3 4 5 2 3 3 2 2 2 4 5 3 3 3 3,20
10068 wzorowe 5 4 5 5 4 3 4 3 3 4 4 5 4 4 4 4,07
10074 wzorowe 5 5 4 4 4 4 4 4 4 5 5 5 4 4  4,36
10076 wzorowe 5 4 3 3 4 4 3 3 3 3 5 5 4 4 4 3,80
10077 wzorowe 5 3 5 4 3 3 3 3 3 3 5 5 4 4 4 3,80
10080 wzorowe 5 3 5 4 3 3 3 4 3 3 5 5 4 4 4 3,87
10081 wzorowe 5 3 3 3 4 3 3 3 3 5 6 6 4 4 4 3,93
10082 dobre 5 4 3 3 3 3 3 3 4 3 4 5 4 3 4 3,60
10085 poprawne 3 3 5 3 3 4 4 3 3 4 4 5 4 5 4 3,80
10088 wzorowe 4 4 4 4 3 5 5 4 3 4 5 5 4 4 4 4,13
10089 dobre 6 3 5 4 3 3 4 3 3 3 4 4 4 5 4 3,87
10093 dobre 6 4 3 3 4 3 3 3 3 3 5 5 4 4  3,79
10094 wzorowe 5 4 4 4 4 3 5 3 4 4 5 5 4 5 4 4,20
10096 poprawne 5 3 3 2 2 3 3 3 2 2 4 3 4 2 3 2,93
10097 wzorowe 5 4 4 5 4 4 4 5 4 5 6 6 5 5 5 4,73
10099 wzorowe 5 3 4 4 3 5 4 3 3 4 5 5 4 4 4 4,00
10103 poprawne 4 4 5 3 2 3 4 2 3 3 4 5 4 4 4 3,60
10105 dobre 4 3 6 4 3 5 4 3 3 3 6 4 4 4 4 4,00
10106 wzorowe 4 4 5 4 3 4 3 2 3 2 5 4 4 5 4 3,73
10109 dobre 5 3 2 2 3 4 4 4 3 3 5 6 4 5 4 3,80
10110 wzorowe 5 4 3 5 4 4 3 4 3 5 6 5 4 4  4,21
10112 dobre 5 3 3 3 3 3 3 3 3 3 4 5 4 4 4 3,53
10114 dobre 5 3 4 3 4 3 4 4 3 3 4 5 3 4 4 3,73
10115 wzorowe 5 5 4 5 4 5 5 4 4 5 5 5 5 6 5 4,80
10116 dobre 5 3 3 3 2 3 3 3 2 2 4 4 2 2 3 2,93
10117 wzorowe 5 5 5 5 5 6 5 5 5 5 5 6 4 5 5 5,07
10118 wzorowe 5 4 5 5 5 4 5 4 4 5 5 5 4 5  4,64
10119 dobre 5 4 4 3 3 3 4 5 3 3 3 4 3 3 4 3,60
10120 dobre 6 4 4 3 4 3 3 4 3 4 4 5 4 4 4 3,93
10132 dobre 5 3 2 2 3 2 2 4 3 3 4 4 3 4 3 3,13
10133 wzorowe 5 5 5 5 3 4 3 4 3 3 5 5 4 3 4 4,07
10140 dobre 5 4 5 4 3 4 3 3 3 4 5 4 4 4 4 3,93
10142 dobre 6 3 3 2 2 2 3 3 2 2 3 3 3 4 3 2,93
10238 dobre 5 3 4 3 2 3 3 3 3 3 4 5 3 6 4 3,60
